epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,173.275,0.91351,0.69971,1.15876,0.96817,0.6746,0.86607,0.6819,0.78108,0.61242,1.05058,0.000706808,0.000706808,0.000706808
34,178.106,0.92485,0.71624,1.15268,0.8691,0.75528,0.87399,0.68304,0.77985,0.5998,1.05016,0.000676802,0.000676802,0.000676802
35,182.87,0.88385,0.70259,1.13377,0.87366,0.75008,0.88592,0.68236,0.78076,0.58335,1.05665,0.000646796,0.000646796,0.000646796
36,187.63,0.88831,0.67958,1.13917,0.85343,0.78563,0.883,0.69297,0.76801,0.56337,1.03914,0.00061679,0.00061679,0.00061679
37,192.568,0.90549,0.68383,1.15098,0.87618,0.74883,0.8808,0.69841,0.75593,0.56691,1.03644,0.000586784,0.000586784,0.000586784
38,197.939,0.8663,0.65678,1.13381,0.96494,0.69312,0.88271,0.68726,0.78021,0.57368,1.05348,0.000556778,0.000556778,0.000556778
39,203.177,0.87995,0.67258,1.14007,0.95815,0.67989,0.86911,0.68232,0.77259,0.58743,1.04157,0.000526772,0.000526772,0.000526772
40,208.137,0.84698,0.65141,1.1176,0.9182,0.71958,0.87391,0.69623,0.75951,0.55239,1.03582,0.000496766,0.000496766,0.000496766
41,213.368,0.88548,0.67531,1.14064,0.92863,0.72222,0.88489,0.69169,0.76325,0.55488,1.03538,0.00046676,0.00046676,0.00046676
42,218.548,0.87448,0.64973,1.11308,0.8873,0.75661,0.89269,0.69597,0.77026,0.5528,1.03546,0.000436754,0.000436754,0.000436754
43,223.819,0.86122,0.62568,1.12873,0.86462,0.77249,0.88522,0.70043,0.73785,0.55395,1.02153,0.000406748,0.000406748,0.000406748
44,228.99,0.84148,0.61109,1.10665,0.86679,0.77778,0.88564,0.70915,0.73439,0.54413,1.02273,0.000376742,0.000376742,0.000376742
45,234.053,0.85363,0.64166,1.10459,0.89632,0.75661,0.87849,0.69702,0.73651,0.55775,1.02193,0.000346736,0.000346736,0.000346736
46,258.068,0.69503,0.50576,1.01333,0.98105,0.68494,0.87827,0.70446,0.74542,0.55987,1.02486,0.00031673,0.00031673,0.00031673
47,263.452,0.68378,0.47131,1.00078,0.88341,0.77249,0.89509,0.70349,0.74415,0.52987,1.02517,0.000286724,0.000286724,0.000286724
48,268.966,0.68323,0.46358,1.00452,0.87841,0.76447,0.89007,0.7023,0.74319,0.53013,1.02209,0.000256718,0.000256718,0.000256718
49,274.318,0.68411,0.46431,1.00081,0.87705,0.75397,0.88021,0.69621,0.73216,0.54009,1.02036,0.000226712,0.000226712,0.000226712
50,279.459,0.6623,0.44856,0.9752,0.87186,0.75661,0.87835,0.69499,0.7316,0.55685,1.02242,0.000196706,0.000196706,0.000196706
51,284.595,0.65563,0.44829,0.99266,0.87757,0.7619,0.88523,0.69463,0.74579,0.52735,1.02181,0.0001667,0.0001667,0.0001667
52,289.741,0.66256,0.4422,0.97997,0.97088,0.69841,0.88609,0.70327,0.71604,0.51616,1.00763,0.000136694,0.000136694,0.000136694
53,295.002,0.65168,0.43472,0.98566,0.91804,0.73545,0.88683,0.70251,0.72333,0.53295,1.00987,0.000106688,0.000106688,0.000106688
54,300.218,0.64815,0.42063,0.9735,0.88479,0.75173,0.88805,0.70735,0.71789,0.52124,1.00376,7.6682e-05,7.6682e-05,7.6682e-05
55,305.505,0.63682,0.42031,0.97509,0.97675,0.69312,0.88628,0.71182,0.70478,0.52262,0.99972,4.6676e-05,4.6676e-05,4.6676e-05
