epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,204.998,1.01364,0.95163,1.18088,0.91539,0.85136,0.91639,0.69398,1.00963,0.79579,1.16435,0.00104317,0.00104317,0.00104317
17,217.572,0.98639,0.92508,1.17026,0.84926,0.87961,0.89598,0.67205,1.00152,0.89639,1.14948,0.00101745,0.00101745,0.00101745
18,228.381,0.98172,0.90868,1.16386,0.90984,0.8656,0.90868,0.68892,0.98315,0.80128,1.15112,0.000991726,0.000991726,0.000991726
19,239.528,0.96902,0.87159,1.15204,0.9171,0.83359,0.90317,0.68764,0.96072,0.80833,1.12582,0.000966004,0.000966004,0.000966004
20,250.36,0.95042,0.84849,1.1454,0.94215,0.86042,0.92338,0.69319,0.98925,0.75477,1.12975,0.000940282,0.000940282,0.000940282
21,262.153,0.95542,0.86186,1.15319,0.89839,0.86707,0.92125,0.70002,0.96952,0.78254,1.15493,0.00091456,0.00091456,0.00091456
22,274.458,0.9416,0.80209,1.14509,0.91883,0.87625,0.91476,0.70578,0.95486,0.75168,1.1174,0.000888838,0.000888838,0.000888838
23,287.081,0.95477,0.82404,1.14415,0.92752,0.87419,0.92988,0.71707,0.96079,0.72724,1.13444,0.000863116,0.000863116,0.000863116
24,299.392,0.9513,0.8217,1.14183,0.91994,0.88362,0.92524,0.72827,0.91279,0.69405,1.10776,0.000837394,0.000837394,0.000837394
25,312.069,0.914,0.77534,1.13854,0.92642,0.87584,0.92609,0.72502,0.9202,0.70693,1.10288,0.000811672,0.000811672,0.000811672
26,324.809,0.9093,0.76751,1.11627,0.92444,0.87075,0.93185,0.72584,0.9044,0.70304,1.08219,0.00078595,0.00078595,0.00078595
27,336.913,0.91692,0.76564,1.13024,0.92682,0.8867,0.91557,0.7067,0.94623,0.70322,1.1207,0.000760228,0.000760228,0.000760228
28,349.452,0.89291,0.73932,1.11533,0.93309,0.87893,0.92845,0.72958,0.90052,0.70258,1.0663,0.000734506,0.000734506,0.000734506
29,362.121,0.86739,0.69182,1.10422,0.91293,0.90135,0.92652,0.72083,0.94099,0.68785,1.10712,0.000708784,0.000708784,0.000708784
30,374.793,0.86551,0.70134,1.09475,0.88963,0.91074,0.92915,0.72931,0.94173,0.68261,1.0986,0.000683062,0.000683062,0.000683062
31,387.741,0.83941,0.68795,1.07633,0.94129,0.89188,0.93084,0.73256,0.89796,0.62931,1.08141,0.00065734,0.00065734,0.00065734
32,400.15,0.84613,0.70792,1.08524,0.92577,0.90275,0.93691,0.73878,0.89596,0.65482,1.06983,0.000631618,0.000631618,0.000631618
33,413.206,0.82679,0.67089,1.07391,0.95082,0.84863,0.9298,0.72735,0.92014,0.69169,1.09548,0.000605896,0.000605896,0.000605896
34,426.507,0.83574,0.67423,1.09143,0.92733,0.89157,0.93969,0.74002,0.89648,0.65212,1.08589,0.000580174,0.000580174,0.000580174
35,437.832,0.82349,0.64619,1.0721,0.92538,0.89611,0.9437,0.74795,0.87882,0.62017,1.07724,0.000554452,0.000554452,0.000554452
36,448.75,0.83323,0.6416,1.08045,0.935,0.88399,0.93706,0.73997,0.92439,0.63318,1.09077,0.00052873,0.00052873,0.00052873
37,460.931,0.78636,0.61845,1.0595,0.94667,0.88757,0.94551,0.75033,0.8915,0.60294,1.083,0.000503008,0.000503008,0.000503008
38,473.64,0.81296,0.62927,1.06795,0.94499,0.89261,0.94089,0.75982,0.87059,0.61012,1.0713,0.000477286,0.000477286,0.000477286
39,486.348,0.79368,0.60312,1.05892,0.93285,0.91486,0.93941,0.75866,0.86016,0.60899,1.05255,0.000451564,0.000451564,0.000451564
40,499.037,0.76582,0.59289,1.04582,0.93169,0.91929,0.94193,0.75857,0.87584,0.59118,1.06482,0.000425842,0.000425842,0.000425842
41,511.588,0.77973,0.58081,1.05302,0.93442,0.90659,0.94719,0.76602,0.84593,0.58193,1.05385,0.00040012,0.00040012,0.00040012
42,524.253,0.76488,0.57413,1.03888,0.94634,0.91053,0.94888,0.7624,0.8702,0.58528,1.04909,0.000374398,0.000374398,0.000374398
43,537.056,0.75919,0.57672,1.03738,0.94446,0.90495,0.95077,0.76861,0.85838,0.54637,1.05095,0.000348676,0.000348676,0.000348676
44,550.549,0.76443,0.56897,1.04219,0.94863,0.91405,0.9495,0.76483,0.87669,0.56976,1.06399,0.000322954,0.000322954,0.000322954
45,563.3,0.73847,0.54506,1.02831,0.92243,0.92083,0.94586,0.76511,0.86339,0.57056,1.05139,0.000297232,0.000297232,0.000297232
46,595.193,0.68026,0.40624,0.97788,0.94234,0.9066,0.94634,0.76449,0.84771,0.56956,1.04971,0.00027151,0.00027151,0.00027151
47,607.364,0.64278,0.38154,0.95817,0.9588,0.88895,0.94032,0.75465,0.8748,0.56433,1.07019,0.000245788,0.000245788,0.000245788
48,619.821,0.63123,0.37797,0.95476,0.95142,0.91079,0.94587,0.76681,0.87209,0.55777,1.06939,0.000220066,0.000220066,0.000220066
49,632.169,0.62683,0.36982,0.95587,0.94045,0.91405,0.94111,0.76147,0.87615,0.55657,1.07102,0.000194344,0.000194344,0.000194344
50,644.956,0.61811,0.36392,0.94539,0.94819,0.91244,0.94798,0.76562,0.85772,0.55755,1.06686,0.000168622,0.000168622,0.000168622
51,655.662,0.59243,0.35696,0.93377,0.95765,0.90379,0.94977,0.76463,0.87303,0.52986,1.06985,0.0001429,0.0001429,0.0001429
52,666.22,0.58545,0.3363,0.93756,0.95035,0.91405,0.9523,0.77652,0.86226,0.52033,1.06216,0.000117178,0.000117178,0.000117178
53,676.788,0.58125,0.33735,0.92982,0.96058,0.8997,0.94881,0.77421,0.87514,0.52557,1.07116,9.1456e-05,9.1456e-05,9.1456e-05
54,687.372,0.57071,0.3314,0.92495,0.96397,0.90449,0.95399,0.778,0.86294,0.51874,1.06638,6.5734e-05,6.5734e-05,6.5734e-05
55,697.989,0.56577,0.33063,0.92451,0.94815,0.92245,0.95301,0.77918,0.86545,0.50961,1.06831,4.0012e-05,4.0012e-05,4.0012e-05
